row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
993,545,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
1285,545,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
1392,545,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
1488,545,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
1578,545,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
1668,545,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
2084,545,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
2615,545,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
2971,545,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
3083,545,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
3325,545,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
3473,545,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
3638,545,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
3973,545,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
4255,545,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P041509,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-31-00,final
759,640,1,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
840,640,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
916,640,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
993,640,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
1285,640,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
1392,640,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
1488,640,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
1578,640,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
1668,640,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
2084,640,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
2615,640,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
2971,640,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
3083,640,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
3325,640,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
3473,640,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
3638,640,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
3973,640,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
4255,640,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P041532,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-34-00,final
727,647,0.9999999999999999,P016740,Plasmid has been used as vector because it has origin of replication. it has antibiotic resistance genes. it is a circular DNA which has the capacity to join to eukaryotic DNA. all of the above.,BIO-12-CBS-33-00,final,P008555,Plasmid has been used as vector because it has origin of replication. it has antibiotic resistance genes. it is a circular DNA which has the capacity to join to eukaryotic DNA. all of the above.,BIO-12-CBS-33-00,final
728,657,1.0000000000000002,P016750,Which of the following enzymes are used in case of fungus to cause release of DNA along with other macromolecules? Lysozyme Kinase Chitinase Amylase,BIO-12-CBS-33-00,final,P008565,Which of the following enzymes is used in case of fungus to cause release of DNA along with other macromolecules? Lysozyme Kinase Chitinase Amylase,BIO-12-CBS-33-00,final
729,658,1.0000000000000002,P016751,"During isolation of DNA, addition of which of the following causes precipitation of purified DNA? Chilled ethanol Ribonuclease enzyme DNA polymerase Proteases",BIO-12-CBS-33-00,final,P008566,"During isolation of DNA, addition of which of the following causes precipitation of purified DNA? Chilled ethanol Ribonuclease enzyme DNA polymerase Proteases",BIO-12-CBS-33-00,final
731,660,1.0000000000000002,P016753,Which of the following is a natural genetic engineer of plants? Yeast Agrobacterium tumefaciens E.coli Mycoplasma,BIO-12-CBS-33-00,final,P008568,Which of the following is a natural genetic engineer of plants? Yeast Agrobacterium tumefaciens E.coli Mycoplasma,BIO-12-CBS-33-00,final
732,663,1.0000000000000002,P016756,Which of the following are required to facilitate cloning into a vector? Origin of replication Selectable marker Cloning sites All of these,BIO-12-CBS-33-00,final,P008571,Which of the following are required to facilitate cloning into a vector? Origin of replication Selectable marker Cloning sites All of these,BIO-12-CBS-33-00,final
734,666,0.9999999999999998,P016759,Which one of the following palindromic base sequences in DNA can be easily cut at about the middle by some particular restriction enzyme? 5'...........CGTTCA.........3'3'...........ATGGTA.........5' 5'...........GATATG.........3'3'...........CTACTA.........5' 5'...........GAATTC.........3'3'...........CTTAAG.........5' 5'...........CACGTA.........3'3'...........CTCAGT.........5',BIO-12-CBS-33-00,final,P008574,Which one of the following palindromic base sequences in DNA can be easily cut at about the middle by some particular restriction enzyme? 5'...........CGTTCA.........3'3'...........ATGGTA.........5' 5'...........GATATG.........3'3'...........CTACTA.........5' 5'...........GAATTC.........3'3'...........CTTAAG.........5' 5'...........CACGTA.........3'3'...........CTCAGT.........5',BIO-12-CBS-33-00,final
694,693,1.0000000000000002,P008605,Match the column-I with column-II and select the correct combination from the option given below. NA NA NA NA,BIO-12-CBS-33-00,final,P008604,Match the column-I with column-II and select the correct combination from the option given below. NA NA NA NA,BIO-12-CBS-33-00,final
741,708,0.9999999999999999,P016801,"Imagine a gel through which DNA fragments have moved in response to an applied electrical current. The band on this gel that is farthest from the top (that is from the place where the DNA fragments were added to the ""well"") represents the shortest fragments of DNA. longest fragments of DNA. restriction enzyme used to cut the DNA into fragments. ligase used to bind the DNA fragments together.",BIO-12-CBS-33-00,final,P008624,"Imagine a gel through which DNA fragments have moved in response to an applied electrical current. The band on this gel that is farthest from the top (that is from the place where the DNA fragments were added to the ""well"") represents the shortest fragments of DNA. longest fragments of DNA. restriction enzyme used to cut the DNA into fragments. ligase used to bind the DNA fragments together.",BIO-12-CBS-33-00,final
840,759,1,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
916,759,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
993,759,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
1285,759,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
1392,759,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
1488,759,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
1578,759,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
1668,759,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
2084,759,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
2615,759,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
2971,759,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
3083,759,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
3325,759,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
3473,759,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
3638,759,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
3973,759,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
4255,759,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P041534,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-33-00,final
916,840,1,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
993,840,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
1285,840,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
1392,840,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
1488,840,1,P039800,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-23-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
1578,840,1,P039801,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-24-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
1668,840,1,P039803,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-26-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
2084,840,1,P039793,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-06-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
2615,840,1,P039786,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-01-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
2971,840,1,P039789,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-04-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
3083,840,1,P039794,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-07-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
3325,840,1,P039798,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-09-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
3473,840,1,P039795,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-08-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
3638,840,1,P039799,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-10-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
3973,840,1,P039792,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-05-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
4255,840,1,P039787,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-11-CBS-02-00,final,P041511,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-32-00,final
993,916,1,P041516,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-36-00,final,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final
1285,916,1,P039810,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-29-00,final,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final
1392,916,1,P039809,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-28-00,final,P041512,This is a dummy test generated on the portal to obtain data. Please contact biology@avanti.in if you need the actual test. The test is available in the Biology folder on Dropbox. 1 2 3 4,BIO-12-CBS-35-00,final
