row,column,Similarity_Measure,row_id,row_q,row_topic,row_status,col_id,col_q,col_topic,col_status
5518,1026,1,P043921,"Consider \(5\) independent Bernoulli’s trials each with probability of success \(p\). If the probability of at least one failure is greater than or equal to\(\frac{31}{32},\)then \(p\) lies in the interval: \(\left[\frac{1}{2},\frac{3}{4}\right]\) \(\left[\frac{3}{4},\frac{11}{12}\right]\) \(\left[0,\frac{1}{2}\right]\) \(\left[\frac{11}{12},1\right]\)",MTH-12-HSC-20-00,final,P004362,"Consider \(5\) independent Bernoulli’s trials each with probability of success \(p\). If the probability of at least one failure is greater than or equal to\(\frac{31}{32},\)then \(p\) lies in the interval: \(\left[\frac{1}{2},\frac{3}{4}\right]\) \(\left[\frac{3}{4},\frac{11}{12}\right]\) \(\left[0,\frac{1}{2}\right]\) \(\left[\frac{11}{12},1\right]\)",MTH-12-JEE-27-00,final
1039,1031,1,P004708,"A letter is known to have to come from either TATANAGAR or CALCUTTA. On the envelope, just two consecutive letters, TA, are visible. The probability that the letter has come from CALCUTTA is \(\frac{4}{11}\) \(\frac{1}{3}\) \(\frac{5}{12}\) \(\frac{7}{19}\)",MTH-12-JEE-27-00,draft,P004374,"A letter is known to have come from either TATANAGAR or CALCUTTA. On the envelope, just two consecutive letters, TA, are visible. The probability that the letter has come from CALCUTTA is \(4/11\) \(1/3\) \(5/12\) \(7/19\)",MTH-12-JEE-27-00,final
5519,1037,1,P043922,"A fair coin is tossed \(n\) times. If probability of heads occuring \(6\) times is equal to that of \(8\) times, then the value of \(n\) is \(24\) \(48\) \(14\) \(16\)",MTH-12-HSC-20-00,final,P004706,"A fair coin is tossed \(n\) times. If probability of heads occuring \(6\) times is equal to that of \(8\) times, then the value of \(n\) is \(24\) \(48\) \(14\) \(16\)",MTH-12-JEE-27-00,final
5520,1048,1,P043923,What is the probability of guessing correctly at least \(8\) out of \(10\) answers in a true-false examination? \(\frac{7}{128}\) \(\frac{7}{156}\) \(\frac{8}{128}\) None of these,MTH-12-HSC-20-00,final,P016715,What is the probability of guessing correctly at least \(8\) out of \(10\) answers in a true-false examination? \(\frac{7}{128}\) \(\frac{7}{156}\) \(\frac{8}{128}\) None of these,MTH-12-JEE-27-00,final
5521,1049,1,P043924,The mean and the variance of a binomial distribution are \(4\) and \(2\) respectively. Then the probability of \(2\) successes is \(\frac{28}{256}\) \(\frac{219}{256}\) \(\frac{128}{256}\) \(\frac{37}{256}\),MTH-12-HSC-20-00,final,P016716,The mean and the variance of a binomial distribution are \(4\) and \(2\) respectively. Then the probability of \(2\) successes is \(\frac{28}{256}\) \(\frac{219}{256}\) \(\frac{128}{256}\) \(\frac{37}{256}\),MTH-12-JEE-27-00,final
5522,1053,1,P043925,Find the probability of getting at least one tail in \(4\) tosses of an unbiased coin. \(\frac{1}{16}\) \(\frac{15}{16}\) \(\frac{1}{2}\) \(\frac{1}{8}\),MTH-12-HSC-20-00,final,P016720,Find the probability of getting at least one tail in \(4\) tosses of an unbiased coin. \(\frac{1}{16}\) \(\frac{15}{16}\) \(\frac{1}{2}\) \(\frac{1}{8}\),MTH-12-JEE-27-00,final
5523,1055,1,P043926,"The records of a hospital show that \(10\%\) of the cases of a certain disease are fatal. If \(6\) patients are suffering from the disease, then the probability that only three will die is \(1458×10^{-5}\) \(1458×10^{-6}\) \(41×10^{-6}\) \(8748×10^{-5}\)",MTH-12-HSC-20-00,final,P016724,"The records of a hospital show that \(10\%\) of the cases of a certain disease are fatal. If \(6\) patients are suffering from the disease, then the probability that only three will die is \(1458×10^{-5}\) \(1458×10^{-6}\) \(41×10^{-6}\) \(8748×10^{-5}\)",MTH-12-JEE-27-00,final
5528,1063,1,P043944,A boy is throwing some stones at a target. The probability of a stone hitting the target in any trial is \(\frac{1}{2}\). The probability of hitting the target \(5^{th}\) time in the \(10^{th}\) throw is \(\frac{5}{2^{10}}\) \(\frac{63}{2^9}\) \(\frac{^{10}C_5}{2^{10}}\) \(\frac{^{10}C_4}{2^{10}}\),MTH-12-HSC-20-00,final,P018189,A boy is throwing some stones at a target. The probability of a stone hitting the target in any trial is \(\frac{1}{2}\). The probability of hitting the target \(5^{th}\) time in the \(10^{th}\) throw is \(\frac{5}{2^{10}}\) \(\frac{63}{2^9}\) \(\frac{^{10}C_5}{2^{10}}\) \(\frac{^{10}C_4}{2^{10}}\),MTH-12-JEE-27-00,final
5524,1071,1,P043927,In tossing \(10\) coins the probability of getting exactly \(5\) heads is : \(9\text{/}128\) \(63/256\) \(1/2\) \(193/256\),MTH-12-HSC-20-00,final,P026604,In tossing \(10\) coins the probability of getting exactly \(5\) heads is \(9\text{/}128\) \(63/256\) \(1/2\) \(193/256\),MTH-12-JEE-27-00,final
5525,1072,1,P043928,"A box contains \(15\)  green and \(10\)  yellow balls. If \(10\)  balls are randomly drawn, one-by-one, with replacement, then the variance of the number of green balls drawn is : \(6\) \(4\) \(\frac{6}{25}\) \(\frac{12}{5}\)",MTH-12-HSC-20-00,final,P026784,"A box contains \(15\)  green and \(10\)  yellow balls. If \(10\)  balls are randomly drawn, one-by-one, with replacement, then the variance of the number of green balls drawn is : \(6\) \(4\) \(\frac{6}{25}\) \(\frac{12}{5}\)",MTH-12-JEE-27-00,final
1189,1181,0.999999909,P051076,The inverse of the matrix \(\left[\begin{matrix}7&amp;-3&amp;-3\\-1&amp;1&amp;0\\-1&amp;0&amp;1\end{matrix}\right]\) is \(\left[\begin{matrix}1&amp;1&amp;1\\3&amp;4&amp;3\\3&amp;3&amp;4\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;3&amp;1\\4&amp;3&amp;8\\3&amp;4&amp;1\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;1&amp;1\\3&amp;3&amp;4\\3&amp;4&amp;3\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;3&amp;3\\1&amp;4&amp;3\\1&amp;3&amp;4\end{matrix}\right]\),MTH-12-JEE-19-00,final,P051065,The symmetric part of the matrix \(A=\left[\begin{matrix}1&amp;2&amp;4\\6&amp;8&amp;2\\2&amp;-2&amp;7\end{matrix}\right]\) is equal to \(\left[\begin{matrix}0&amp;-2&amp;-1\\-2&amp;0&amp;-2\\-1&amp;-2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\2&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\) \(\left[\begin{matrix}0&amp;-2&amp;1\\2&amp;0&amp;2\\-1&amp;2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\4&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\),MTH-12-JEE-19-00,final
5029,1181,1,P045318,The symmetric part of the matrix \(A=\left[\begin{matrix}1&amp;2&amp;4\\6&amp;8&amp;2\\2&amp;-2&amp;7\end{matrix}\right]\) is \(\left[\begin{matrix}0&amp;-2&amp;-1\\-2&amp;0&amp;-2\\-1&amp;-2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\2&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\) \(\left[\begin{matrix}0&amp;-2&amp;1\\2&amp;0&amp;2\\-1&amp;2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\4&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\),MTH-12-HSC-02-00,draft,P051065,The symmetric part of the matrix \(A=\left[\begin{matrix}1&amp;2&amp;4\\6&amp;8&amp;2\\2&amp;-2&amp;7\end{matrix}\right]\) is equal to \(\left[\begin{matrix}0&amp;-2&amp;-1\\-2&amp;0&amp;-2\\-1&amp;-2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\2&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\) \(\left[\begin{matrix}0&amp;-2&amp;1\\2&amp;0&amp;2\\-1&amp;2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\4&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\),MTH-12-JEE-19-00,final
1187,1186,1,P051074,"If \(\left|\begin{matrix}2a&amp;x_1&amp;y_1\\2b&amp;x_2&amp;y_2\\2c&amp;x_3&amp;y_3\end{matrix}\right|=\frac{abc}{2}\ne0\), then the area of the triangle whose vertices are \(\left(\frac{x_1}{a},\frac{y_1}{a}\right),\left(\frac{x_2}{b},\frac{y_2}{b}\right)\) and \(\left(\frac{x_3}{c},\frac{y_3}{c}\right)\) is \(\frac{1}{4}abc\) \(\frac{1}{8}abc\) \(\frac{1}{4}\) \(\frac{1}{8}\)",MTH-12-JEE-19-00,final,P051073,"If \(\left|\begin{matrix}2a&amp;x_1&amp;y_1\\2b&amp;x_2&amp;y_2\\2c&amp;x_3&amp;y_3\end{matrix}\right|=\frac{abc}{2}\ne0\), then the area of the triangle whose vertices are \(\left(\frac{x_1}{a},\frac{y_1}{a}\right),\left(\frac{x_2}{b},\frac{y_2}{b}\right)\) and \(\left(\frac{x_3}{c},\frac{y_3}{c}\right)\) is \(\frac{1}{4}abc\) \(\frac{1}{8}abc\) \(\frac{1}{4}\) \(\frac{1}{8}\)",MTH-12-JEE-19-00,draft
5029,1189,0.999999909,P045318,The symmetric part of the matrix \(A=\left[\begin{matrix}1&amp;2&amp;4\\6&amp;8&amp;2\\2&amp;-2&amp;7\end{matrix}\right]\) is \(\left[\begin{matrix}0&amp;-2&amp;-1\\-2&amp;0&amp;-2\\-1&amp;-2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\2&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\) \(\left[\begin{matrix}0&amp;-2&amp;1\\2&amp;0&amp;2\\-1&amp;2&amp;0\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;4&amp;3\\4&amp;8&amp;0\\3&amp;0&amp;7\end{matrix}\right]\),MTH-12-HSC-02-00,draft,P051076,The inverse of the matrix \(\left[\begin{matrix}7&amp;-3&amp;-3\\-1&amp;1&amp;0\\-1&amp;0&amp;1\end{matrix}\right]\) is \(\left[\begin{matrix}1&amp;1&amp;1\\3&amp;4&amp;3\\3&amp;3&amp;4\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;3&amp;1\\4&amp;3&amp;8\\3&amp;4&amp;1\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;1&amp;1\\3&amp;3&amp;4\\3&amp;4&amp;3\end{matrix}\right]\) \(\left[\begin{matrix}1&amp;3&amp;3\\1&amp;4&amp;3\\1&amp;3&amp;4\end{matrix}\right]\),MTH-12-JEE-19-00,final
3043,1200,1,P022432,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-12-CBS-04-00,final,P053502,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-12-JEE-19-00,final
5796,1200,1,P052400,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-11-HSC-10-00,final,P053502,The number of distinct real roots of \(\left|\begin{matrix}\sin x&amp;\cos x&amp;\cos x\\\cos x&amp;\sin x&amp;\cos x\\\cos x&amp;\cos x&amp;\sin x\end{matrix}\right|=0\) in the interval \(-\frac{\pi}{4}\le x\le\frac{\pi}{4}\) is \(0\) \(2\) \(1\) \(3\),MTH-12-JEE-19-00,final
1294,1256,1,P025500,Sum of the series \(S=1+\frac{1}{2}\left(1+2\right)+\frac{1}{3}\left(1+2+3\right)+\frac{1}{4}\left(1+2+3+4\right)+...\) upto \(20\) terms is \(110\) \(111\) \(115\) \(116\),MTH-11-JEE-10-00,final,P005261,The sum of the series \(S=1+\frac{1}{2} (1+2)+\frac{1}{3} (1+2+3)+\frac{1}{4} (1+2+3+4)+⋯\) upto \(20\) terms is \(110\) \(111\) \(115\) \(116\),MTH-11-JEE-10-00,draft
1324,1305,1,P044784,The sum of first \(9\) terms of the series \(\frac{1^3}{1}+\frac{1^3+2^3}{1+3}+\frac{1^3+2^3+3^3}{1+3+5}+....\) is : \(71\) \(96\) \(142\) \(192\),MTH-11-JEE-10-00,final,P027329,The sum of first \(9\) terms of series\(\frac{1^3}{1}+\frac{1^3+2^3}{1+3}+\frac{1^3+2^3+3^3}{1+3+5}+...\:\) is \(71\) \(96\) \(142\) \(192\),MTH-11-JEE-10-00,final
1429,1364,1,P027218,"The circle passing through \((1,−2)\) and touching the axis of \(𝑥\) at \((3,0)\) also passes through the point \(\left(2,\:-5\right)\) \(\left(5,-2\right)\) \(\left(-2,\:5\right)\) \(\left(-5,2\right)\)",MTH-11-JEE-13-00,final,P016922,"The circle passing through \(\left(1,-2\right)\) and touching the axis of \(x\) at \(\left(3,0\right)\) also passes through the point \(\left(-5,2\right)\) \(\left(2,-5\right)\) \(\left(5,-2\right)\) \(\left(-2,5\right)\)",MTH-11-JEE-13-00,final
1371,1370,1,P017956,\(C_1\) is a circle of radius \(1\) touching the \(x\)-axis and the \(y\)-axis. \(C_2\) is another circle of radius \(&gt;1\) and touching the axes as well as the circle \(C_1\). Then the radius of \(C_2\) is \(3-2\sqrt2\) \(3+2\sqrt2\) \(3+2\sqrt3\) none of these,MTH-11-JEE-13-00,final,P017955,\(C_1\) is a circle of radius \(1\) touching the \(x\)-axis and the \(y\)-axis. \(C_2\) is another circle of radius \(&gt;1\) and touching the axes as well as the circle \(C_1\). Then the radius of \(C_2\) is \(3-2\sqrt2\) \(3+2\sqrt2\) \(3+2\sqrt3\) none of these,MTH-11-JEE-13-00,draft
5713,1438,1,P047592,"The number of common tangents to the circles \(x^2+y^2-4x-6y-12=0\) and \(x^2+y^2+6x+18y+26=0\), is \(1\) \(2\) \(3\) \(4\)",MTH-11-HSC-07-00,draft,P044801,"The number of common tangents to the circles \(x^2+y^2-4x-6y-12=0\) and \(x^2+y^2+6x+18y+26=0\), is : \(1\) \(2\) \(3\) \(4\)",MTH-11-JEE-13-00,final
5862,1480,1,P040954,"If \(\log_2x+\log_4x+\log_{16}x\)\(=\)\(\frac{21}{4}\), then \(x=\) ? 16 8 4 2",MTH-11-HSC-13-00,draft,P002290,"If \(\log_2x+\log_4x+\log_{16}x\)\(=\)\(\frac{21}{4}\), then \(x=\) ? \(16\) \(8\) \(4\) \(2\)",MTH-11-JEE-01-00,final
5868,1488,1,P040960,"For log\(_b a\) to be defined, conditions on \(a\) and \(b\) are : \(a&gt;0,b&gt;0\) \(b\ne1,a&gt;0\) \(b&gt;0,b\ne1,a&gt;1\) \(a&gt;0,b&gt;0,b\ne1\)",MTH-11-HSC-13-00,final,P002300,"For \(\log_b a\) to be defined, conditions on \(a\) and \(b\) are \(a&gt;0,b&gt;0\) \(b\ne1,a&gt;0\) \(b&gt;0,b\ne1,a&gt;1\) \(a&gt;0,b&gt;0,b\ne1\)",MTH-11-JEE-01-00,final
1505,1493,1,P009123,"If \( \log⁡(\frac{x+y}3)=\frac 12 \log⁡x+\frac 12\log⁡y\), then \(\frac xy+\frac yx=\).  6 7 3 4",MTH-11-JEE-01-00,final,P003089,If \(\log\left(\frac{x+y}{3}\right)=\frac 12 \log x+\frac 12 \log y\). Then \(\frac xy +\frac yx=\) \(6\) \(7\) \(3\) \(4\),MTH-11-JEE-01-00,final
5864,1493,1,P040956,If \(\log\left(\frac{x+y}{3}\right)=\frac 12 \log x+\frac 12 \log y\). Then \(\frac xy +\frac yx=\) \(6\) \(7\) \(3\) \(4\),MTH-11-HSC-13-00,final,P003089,If \(\log\left(\frac{x+y}{3}\right)=\frac 12 \log x+\frac 12 \log y\). Then \(\frac xy +\frac yx=\) \(6\) \(7\) \(3\) \(4\),MTH-11-JEE-01-00,final
1509,1495,1,P009133,If \(x+\log_{10}⁡(1+2^x )= x \log_{10}⁡5+\log_{10⁡}6\) then \(x=\) \(4\) \(2\) \(1\) \(3\),MTH-11-JEE-01-00,final,P003092,"If \(x+\log_{10}{(1+2^x )}= x \log_{10}5+\log_{10}6,\) then \(x=\) \(0\) \(2\) \(1\) \(3\)",MTH-11-JEE-01-00,final
5863,1495,1,P040955,"If \(x+\log_{10}{(1+2^x )}= x \log_{10}5+\log_{10}6,\) then \(x=\) \(0\) \(2\) \(1\) \(3\)",MTH-11-HSC-13-00,draft,P003092,"If \(x+\log_{10}{(1+2^x )}= x \log_{10}5+\log_{10}6,\) then \(x=\) \(0\) \(2\) \(1\) \(3\)",MTH-11-JEE-01-00,final
5865,1495,1,P040957,If \(x+\log_{10}⁡(1+2^x )= x \log_{10}⁡5+\log_{10⁡}6\) then \(x=\) \(4\) \(2\) \(1\) \(3\),MTH-11-HSC-13-00,final,P003092,"If \(x+\log_{10}{(1+2^x )}= x \log_{10}5+\log_{10}6,\) then \(x=\) \(0\) \(2\) \(1\) \(3\)",MTH-11-JEE-01-00,final
1593,1501,1,P003111,"The range of the function \(y=\frac{1}{5+\log_\frac 12 x}\) if the domain is \((0,1)\): \(\left(\frac{1}{5},\infty\right)\) \(\left(-\infty,\frac{1}{5}\right)\) \(\left(0,\frac{1}{5}\right)\) \(\left(\frac{1}{5},1\right)\)",MTH-11-JEE-02-00,final,P003291,"The range of the function \(y=\frac{1}{(5+log_\frac 12 x)}\) if the domain is \((0,1)\): \(\left(\frac{1}{5},\infty\right)\) \(\left(-\infty,\frac{1}{5}\right)\) \(\left(0,\frac{1}{5}\right)\) \(\left(\frac{1}{5},1\right)\)",MTH-11-JEE-01-00,final
5864,1505,1,P040956,If \(\log\left(\frac{x+y}{3}\right)=\frac 12 \log x+\frac 12 \log y\). Then \(\frac xy +\frac yx=\) \(6\) \(7\) \(3\) \(4\),MTH-11-HSC-13-00,final,P009123,"If \( \log⁡(\frac{x+y}3)=\frac 12 \log⁡x+\frac 12\log⁡y\), then \(\frac xy+\frac yx=\).  6 7 3 4",MTH-11-JEE-01-00,final
5863,1509,1,P040955,"If \(x+\log_{10}{(1+2^x )}= x \log_{10}5+\log_{10}6,\) then \(x=\) \(0\) \(2\) \(1\) \(3\)",MTH-11-HSC-13-00,draft,P009133,If \(x+\log_{10}⁡(1+2^x )= x \log_{10}⁡5+\log_{10⁡}6\) then \(x=\) \(4\) \(2\) \(1\) \(3\),MTH-11-JEE-01-00,final
5865,1509,1,P040957,If \(x+\log_{10}⁡(1+2^x )= x \log_{10}⁡5+\log_{10⁡}6\) then \(x=\) \(4\) \(2\) \(1\) \(3\),MTH-11-HSC-13-00,final,P009133,If \(x+\log_{10}⁡(1+2^x )= x \log_{10}⁡5+\log_{10⁡}6\) then \(x=\) \(4\) \(2\) \(1\) \(3\),MTH-11-JEE-01-00,final
2207,1514,1,P002359,The number of real solutions of the equation \(x^2+5|x|+4=0\) is/are? \(4\) \(2\) \(1\) \(0\),MTH-11-JEE-06-00,final,P013670,The number of real solutions of the equation \(x^2+5|x|+4=0\) are? \(4\) \(2\) \(1\) \(0\),MTH-11-JEE-01-00,final
2279,1514,1,P025768,The number of real solutions of the equation \(x^2+5\left|x\right|+4=0\) are \(4\) \(2\) \(1\) \(0\),MTH-11-JEE-06-00,final,P013670,The number of real solutions of the equation \(x^2+5|x|+4=0\) are? \(4\) \(2\) \(1\) \(0\),MTH-11-JEE-01-00,final
5867,1519,1,P040959,The solution of the equation \(4^{\log_{2\:}\log x}=\log x-\left(\log x\right)^2+1\) is \(x=1\) \(x=4\) \(x=e\) \(x=e^2\),MTH-11-HSC-13-00,final,P023526,The solution of the equation \(4^{\log_{2\:}\log x}=\log x-\left(\log x\right)^2+1\) is \(x=1\) \(x=4\) \(x=e\) \(x=e^2\),MTH-11-JEE-01-00,final
5866,1523,1,P040958,"If \(a=\log_{12}\:18,\:b=\log_{24}\:54\) then the value of \(ab+5\left(a-b\right)\) is \(0\) \(4\) \(1\) None of these",MTH-11-HSC-13-00,final,P023536,"If \(a=\log_{12}\:18,\:b=\log_{24}\:54\) then the value of \(ab+5\left(a-b\right)\) is \(0\) \(4\) \(1\) none of these",MTH-11-JEE-01-00,final
1959,1524,1,P028223,Solve for \(x:\log\left(3x+2\right)-\log\left(3x-2\right)=\log5\) \(x=1\) \(x=2\) \(x=0\) \(x=3\),MTH-11-JEE-61-00,draft,P025146,Solve for \(x:\log\left(3x+2\right)-\log\left(3x-2\right)=\log5\) \(x=1\) \(x=2\) \(x=0\) \(x=3\),MTH-11-JEE-01-00,final
5869,1524,1,P040961,Solve for \(x:\log\left(3x+2\right)-\log\left(3x-2\right)=\log5\) \(x=1\) \(x=2\) \(x=0\) \(x=3\),MTH-11-HSC-13-00,draft,P025146,Solve for \(x:\log\left(3x+2\right)-\log\left(3x-2\right)=\log5\) \(x=1\) \(x=2\) \(x=0\) \(x=3\),MTH-11-JEE-01-00,final
1960,1525,1,P028224,\(\frac{\log_27}{1+\log_23}=\) \(\log_76\) \(\log_67\) \(\frac{1}{\log_37}\) \(\log_37\),MTH-11-JEE-61-00,draft,P025147,\(\frac{\log_27}{1+\log_23}=\) \(\log_76\) \(\log_67\) \(\frac{1}{\log_37}\) \(\log_37\),MTH-11-JEE-01-00,final
5870,1525,1,P040962,\(\frac{\log_27}{1+\log_23}=\) \(\log_76\) \(\log_67\) \(\frac{1}{\log_37}\) \(\log_37\),MTH-11-HSC-13-00,draft,P025147,\(\frac{\log_27}{1+\log_23}=\) \(\log_76\) \(\log_67\) \(\frac{1}{\log_37}\) \(\log_37\),MTH-11-JEE-01-00,final
1961,1526,1,P028225,"If \(\log_2x+\log_4x+\log_{16}x=\frac{21}{4},\:\text{then }x=\) \(2\) \(4\) \(6\) \(8\)",MTH-11-JEE-61-00,draft,P025149,"If \(\log_2x+\log_4x+\log_{16}x=\frac{21}{4},\:\text{then }x=\) \(2\) \(4\) \(6\) \(8\)",MTH-11-JEE-01-00,final
5871,1526,1,P040963,"If \(\log_2x+\log_4x+\log_{16}x=\frac{21}{4},\:\text{then }x=\) \(2\) \(4\) \(6\) \(8\)",MTH-11-HSC-13-00,draft,P025149,"If \(\log_2x+\log_4x+\log_{16}x=\frac{21}{4},\:\text{then }x=\) \(2\) \(4\) \(6\) \(8\)",MTH-11-JEE-01-00,final
1962,1527,1,P028226,"If \(x=1+\log_abc;\:y=1+\log_bca;\:z=1+\log_cab\:\text{and}\:abc\ne0\), then \(\frac{1}{x}+\frac{1}{y}+\frac{1}{z}=\) \(1\) \(abc\) \(\frac{1}{abc}\) \(a\)",MTH-11-JEE-61-00,draft,P025154,"If \(x=1+\log_abc;\:y=1+\log_bca;\:z=1+\log_cab\:\text{and}\:abc\ne0\), then \(\frac{1}{x}+\frac{1}{y}+\frac{1}{z}=\) \(1\) \(abc\) \(\frac{1}{abc}\) \(a\)",MTH-11-JEE-01-00,final
5872,1527,1,P040964,"If \(x=1+\log_abc;\:y=1+\log_bca;\:z=1+\log_cab\:\text{and}\:abc\ne0\), then \(\frac{1}{x}+\frac{1}{y}+\frac{1}{z}=\) \(1\) \(abc\) \(\frac{1}{abc}\) \(a\)",MTH-11-HSC-13-00,final,P025154,"If \(x=1+\log_abc;\:y=1+\log_bca;\:z=1+\log_cab\:\text{and}\:abc\ne0\), then \(\frac{1}{x}+\frac{1}{y}+\frac{1}{z}=\) \(1\) \(abc\) \(\frac{1}{abc}\) \(a\)",MTH-11-JEE-01-00,final
1963,1528,1,P028227,For what values of \(x\) will \(\log_6\left(x+2\right)+\log_6\left(x+3\right)=1\) be true? \(x=0\text{ and }-5\) \(x=0\:\text{only}\) \(x=-5\:\text{only}\) none of these,MTH-11-JEE-61-00,draft,P025156,For what values of \(x\) will \(\log_6\left(x+2\right)+\log_6\left(x+3\right)=1\) be true? \(x=0\text{ and }-5\) \(x=0\:\text{only}\) \(x=-5\:\text{only}\) none of these,MTH-11-JEE-01-00,final
5873,1528,1,P040965,For what values of \(x\) will \(\log_6\left(x+2\right)+\log_6\left(x+3\right)=1\) be true? \(x=0\text{ and }-5\) \(x=0\:\text{only}\) \(x=-5\:\text{only}\) none of these,MTH-11-HSC-13-00,final,P025156,For what values of \(x\) will \(\log_6\left(x+2\right)+\log_6\left(x+3\right)=1\) be true? \(x=0\text{ and }-5\) \(x=0\:\text{only}\) \(x=-5\:\text{only}\) none of these,MTH-11-JEE-01-00,final
1964,1529,1,P028229,\(2\log2+3\log3+\log5=\) \(\log540\) \(\log30\) \(2\log15\) \(\log620\),MTH-11-JEE-61-00,draft,P025168,\(2\log2+3\log3+\log5=\) \(\log540\) \(\log30\) \(2\log15\) \(\log620\),MTH-11-JEE-01-00,final
1965,1530,1,P028230,Find \(x\) such that \(\log_bx=\log_b4+\log_b\left(x-1\right)\) \(\frac{4}{3}\) \(\frac{1}{3}\) \(3\) \(4\),MTH-11-JEE-61-00,draft,P025170,Find \(x\) such that \(\log_bx=\log_b4+\log_b\left(x-1\right)\) \(\frac{4}{3}\) \(\frac{1}{3}\) \(3\) \(4\),MTH-11-JEE-01-00,final
1966,1531,1,P028231,Chemists define the acidity or alkalinity of a substance according to the formula \(pH=-\log\left[H^+\right]\) where \(\left[H^+\right]\) is the amount of hydrogen ions in the solution. Solutions with a \(pH\) value less than \(7\) are acidic; solutions with a pH value greater than \(7\) are basic; solutions with a \(pH\) value equal to \(7\) (such as pure water) are neutral.Find the \(\left[H^+\right]\) ions concentration of pure water. \(10^7\) \(10^{-7}\) \(10^{14}\) \(10^{-14}\),MTH-11-JEE-61-00,draft,P025177,Chemists define the acidity or alkalinity of a substance according to the formula \(pH=-\log\left[H^+\right]\) where \(\left[H^+\right]\) is the amount of hydrogen ions in the solution. Solutions with a \(pH\) value less than \(7\) are acidic; solutions with a pH value greater than \(7\) are basic; solutions with a \(pH\) value equal to \(7\) (such as pure water) are neutral.Find the \(\left[H^+\right]\) ions concentration of pure water. \(10^7\) \(10^{-7}\) \(10^{14}\) \(10^{-14}\),MTH-11-JEE-01-00,final
1967,1532,1,P028232,\(\frac{1}{\log_360}+\frac{1}{\log_460}+\frac{1}{\log_560}=?\) \(0\) \(1\) \(60\) \(5\),MTH-11-JEE-61-00,draft,P025188,\(\frac{1}{\log_360}+\frac{1}{\log_460}+\frac{1}{\log_560}=?\) \(0\) \(1\) \(60\) \(5\),MTH-11-JEE-01-00,final
1968,1533,1,P028233,Solve \(\log_2x+\log_2\left(x-2\right)=3\) \(1\) \(2\) \(3\) \(4\),MTH-11-JEE-61-00,draft,P025190,Solve \(\log_2x+\log_2\left(x-2\right)=3\) \(1\) \(2\) \(3\) \(4\),MTH-11-JEE-01-00,final
1969,1534,1,P028234,\(\log_4\left(x+1\right)+\log_{16}\left(x+1\right)=\log_48.\) Find \(x\). \(1\) \(2\) \(3\) \(4\),MTH-11-JEE-61-00,draft,P025193,\(\log_4\left(x+1\right)+\log_{16}\left(x+1\right)=\log_48.\) Find \(x\). \(1\) \(2\) \(3\) \(4\),MTH-11-JEE-01-00,final
1970,1535,1,P028235,Write the following in the logarithmic form :\(5^3=125\) \(3=\log_5125\) \(3=\log_{125}5\) \(3=5\log_5125\) None of these,MTH-11-JEE-61-00,draft,P025210,Write the following in the logarithmic form :\(5^3=125\) \(3=\log_5125\) \(3=\log_{125}5\) \(3=5\log_5125\) None of these,MTH-11-JEE-01-00,final
